新华社 北京
本报 北京
委员 国务院
委员 副
国务院 副
国务院 总理
副 总理
副 回良玉
总理 回良玉
学习 贯彻
学习 党
贯彻 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 县委书记
精神 县委书记
精神 培训班
县委书记 培训班
培训班 强调
强调 县域
强调 经济社会
县域 经济社会
县域 发展
经济社会 发展
发展 我国
我国 战略
我国 全局
战略 全局
战略 中
全局 中
全局 具有
中 具有
地位 县
我国 组织
组织 结构
组织 中
结构 中
中 十分
准确 把握
准确 党
把握 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 深入
精神 深入
精神 贯彻
深入 贯彻
深入 全面落实
贯彻 全面落实
全面落实 决定
决定 作出
作出 决策
决策 部署
决策 坚持
部署 坚持
谋划 三农
谋划 工作
三农 工作
工作 全局
全局 意识
全局 统筹
意识 统筹
意识 城乡
统筹 城乡
统筹 经济社会
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 坚定不移
发展 坚定不移
中国 特色
中国 农业
特色 农业
特色 现代化
农业 现代化
农业 道路
现代化 道路
现代化 坚定不移
道路 坚定不移
坚定不移 推进
推进 社会主义
推进 新
社会主义 新
社会主义 农村
新 农村
新 建设
农村 建设
农村 坚定不移
建设 坚定不移
坚定不移 加快
加快 形成
加快 城乡
形成 城乡
形成 经济社会
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 一体化
发展 一体化
发展 新格局
一体化 新格局
一体化 回良玉
新格局 回良玉
十七届 三中全会
三中全会 推进
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
改革 问题
发展 问题
发展 主要
问题 主要
主要 考虑
考虑 年
考虑 农村
年 农村
年 改革
农村 改革
农村 发展
改革 发展
发展 取得
经验 总结
总结 农业
总结 农村
农业 农村
农村 发生
发生 深刻
深刻 变化
难题 需要
难题 破解
需要 破解
需要 全面
破解 全面
破解 建设
全面 建设
全面 小康社会
建设 小康社会
小康社会 艰巨
举措 需要
举措 谋划
需要 谋划
需要 国际
谋划 国际
谋划 国内
国际 国内
国际 经济
国内 经济
国内 环境
经济 环境
环境 面临
应对 需要
三农 强化
强化 农业
强化 基础
农业 基础
农业 地位
基础 地位
基础 切实
地位 切实
地位 保障
切实 保障
切实 农产品
保障 农产品
保障 供给
农产品 供给
供给 保持
保持 经济社会
保持 持续
经济社会 持续
发展 客观
客观 需要
回良玉 指出
回良玉 党
指出 党
党 十七届
十七届 三中全会
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
发展 重大
重大 问题
问题 决定
决定 新形势下
新形势下 推进
新形势下 农村
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
发展 行动
行动 学习
学习 贯彻
学习 党
贯彻 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
新形势下 推进
新形势下 农村
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
准确 把握
准确 推进
把握 推进
把握 农村
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
目标 任务
目标 重大
任务 重大
任务 原则
重大 原则
重大 全面落实
原则 全面落实
全面落实 推进
推进 农村
推进 改革
农村 改革
农村 创新
改革 创新
改革 积极
创新 积极
创新 发展
积极 发展
积极 现代农业
发展 现代农业
发展 加快
现代农业 加快
现代农业 发展
加快 发展
加快 农村
发展 农村
战略部署 切实加强
切实加强 改善
改善 党
党 农村
农村 工作
工作 领导
领导 真正
真正 思想
思想 行动
行动 统一
统一 中央
中央 作出
作出 决策
决策 部署
决策 上来
部署 上来
部署 回良玉
上来 回良玉
回良玉 报告
报告 中
中 稳定
稳定 完善
完善 农村
完善 基本
农村 基本
农村 经营
基本 经营
基本 制度
经营 制度
经营 健全
制度 健全
制度 严格
健全 严格
健全 规范
严格 规范
规范 土地
土地 管理制度
土地 保障
管理制度 保障
管理制度 国家
保障 国家
保障 粮食安全
国家 粮食安全
国家 提升
粮食安全 提升
粮食安全 农产品
提升 农产品
提升 质量
农产品 质量
农产品 安全
质量 安全
质量 水平
安全 水平
决定 中
中 重大
重大 政策
深入 回良玉
回良玉 强调
回良玉 县域
强调 县域
县域 城镇
城镇 乡村
乡村 农业
统筹 城乡
统筹 发展
城乡 发展
载体 县域
载体 发展
县域 发展
县域 状况
发展 状况
程度 决定
决定 社会主义
社会主义 新
社会主义 农村
新 农村
新 建设
农村 建设
建设 进程
进程 决定
决定 中国
中国 特色
中国 农业
特色 农业
特色 现代化
农业 现代化
农业 建设
现代化 建设
决定 城乡
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 一体化
发展 一体化
中央 强调
强调 县市
强调 党委
县市 党委
工作 重点
重点 主要
农村 工作
工作 县委书记
抓 农村
抓 工作
农村 工作
农村 县级
工作 县级
工作 党委
县级 党委
党委 政府
中央 要求
要求 进一步
要求 增强
进一步 增强
切实 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 学习
精神 学习
学习 贯彻
贯彻 落实
落实 力争
力争 农村
力争 体制改革
农村 体制改革
农村 取得
体制改革 取得
体制改革 新
取得 新
取得 突破
新 突破
新 农业
突破 农业
突破 综合
农业 综合
农业 生产能力
综合 生产能力
综合 建设
生产能力 建设
建设 新
新 步伐
新 农村
步伐 农村
步伐 社会
农村 社会
农村 事业
社会 事业
社会 发展
事业 发展
事业 取得
发展 取得
开创 农村
开创 改革
农村 改革
农村 发展
改革 发展
改革 新
发展 新
发展 局面
新 局面
本报 北京
学习 贯彻
学习 党
贯彻 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 县委书记
精神 县委书记
精神 培训班
县委书记 培训班
讲话 强调
准确 把握
准确 党
把握 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 紧密结合
精神 紧密结合
精神 贯彻落实
紧密结合 贯彻落实
紧密结合 中央
贯彻落实 中央
中央 进一步
进一步 保持
保持 经济
保持 平稳
经济 平稳
增长 措施
措施 扎实
措施 推进
扎实 推进
扎实 农村
推进 农村
推进 改革
农村 改革
改革 发展
发展 努力
发展 开创
努力 开创
努力 三农
开创 三农
开创 工作
三农 工作
三农 新
工作 新
工作 局面
新 局面
党 十七届
十七届 三中全会
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
发展 重大
重大 问题
问题 决定
决定 推进
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
文件 中央
文件 举办
中央 举办
中央 学习
举办 学习
举办 贯彻
学习 贯彻
学习 党
贯彻 党
党 十七届
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 县委书记
精神 县委书记
精神 培训班
县委书记 培训班
县委书记 充分
培训班 充分
培训班 表明
充分 表明
表明 中央
中央 加快
中央 推进
加快 推进
加快 农村
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
发展 坚定
坚定 决心
决心 抓好
抓好 十七届
抓好 三中全会
十七届 三中全会
十七届 精神
三中全会 精神
三中全会 贯彻落实
精神 贯彻落实
举措 指导
指导 县委书记
指导 认识
县委书记 认识
县委书记 新
认识 新
认识 形势
新 形势
新 应对
形势 应对
形势 新
应对 新
应对 挑战
新 挑战
新 解决
挑战 解决
挑战 新
解决 新
解决 矛盾
新 矛盾
新 完成
矛盾 完成
矛盾 新
完成 新
完成 任务
新 任务
部署 加强
加强 县委书记
加强 队伍
县委书记 队伍
县委书记 建设
队伍 建设
指出 应对
应对 国际
应对 金融危机
国际 金融危机
金融危机 我国
我国 经济
影响 中央
影响 明确提出
中央 明确提出
中央 当前
明确提出 当前
明确提出 经济
当前 经济
当前 工作
经济 工作
保持 经济
保持 平稳
经济 平稳
政策 做出
政策 重大
做出 重大
做出 调整
重大 调整
重大 出台
调整 出台
促进 经济
促进 增长
经济 增长
增长 措施
措施 农村
农村 稳定
稳定 发展
发展 经济社会
经济社会 全局
经济社会 稳定
全局 稳定
全局 发展
稳定 发展
基础 扩大
基础 农村
扩大 农村
扩大 需求
农村 需求
需求 扩大
扩大 国内
扩大 需求
国内 需求
需求 重点
重点 农村
农村 落实
落实 进一步
进一步 促进
促进 经济
促进 增长
经济 增长
增长 措施
着力点 县
县 党委政府
贯彻落实 中央
贯彻落实 决策
中央 决策
中央 部署
决策 部署
责任 切实
切实 贯彻落实
贯彻落实 十七届
贯彻落实 三中全会
十七届 三中全会
三中全会 精神
精神 做好
做好 当前
当前 工作
工作 紧密结合
工作 起来
紧密结合 起来
起来 保持
保持 经济
保持 平稳
经济 平稳
发展 做出
贡献 强调
强调 进一步
强调 做好
进一步 做好
进一步 三农
做好 三农
做好 工作
三农 工作
工作 全面
全面 准确
全面 把握
准确 把握
准确 推进
把握 推进
把握 农村
推进 农村
推进 改革
农村 改革
农村 发展
改革 发展
目标 任务
目标 重大
任务 重大
任务 原则
重大 原则
原则 战略
战略 举措
深刻 认识
深刻 农村
认识 农村
认识 改革
农村 改革
农村 发展
改革 发展
发展 总体
总体 要求
建设 社会主义
建设 新
社会主义 新
社会主义 农村
新 农村
农村 战略
战略 任务
中国 特色
中国 农业
特色 农业
特色 现代化
农业 现代化
农业 道路
现代化 道路
道路 基本
基本 方向
方向 加快
加快 形成
加快 城乡
形成 城乡
形成 经济社会
城乡 经济社会
城乡 发展
经济社会 发展
经济社会 一体化
发展 一体化
发展 新格局
一体化 新格局
新格局 根本
根本 要求
要求 总体
总体 思路
思路 深刻
深刻 认识
深刻 加强
认识 加强
认识 农村
加强 农村
加强 制度
农村 制度
农村 建设
制度 建设
建设 重大
重大 任务
重大 加快
任务 加快
任务 构建
加快 构建
效率 更加
效率 开放
更加 开放
更加 有利于
开放 有利于
开放 科学
有利于 科学
有利于 发展
科学 发展
发展 体制
体制 机制
机制 深刻
深刻 认识
深刻 发展
认识 发展
认识 现代农业
发展 现代农业
现代农业 重大
重大 举措
举措 农业
农业 综合
农业 生产能力
综合 生产能力
生产能力 深刻
深刻 认识
深刻 促进
认识 促进
认识 农村
促进 农村
促进 社会
农村 社会
重大 安排
安排 推进
推进 城乡
推进 基本
城乡 基本
城乡 公共服务
基本 公共服务
基本 均等化
公共服务 均等化
均等化 要求
要求 加大
加大 农村
农村 教育
农村 医疗卫生
教育 医疗卫生
教育 社会保障
医疗卫生 社会保障
医疗卫生 基础设施
社会保障 基础设施
基础设施 环境
环境 建设
环境 扶贫开发
建设 扶贫开发
社会 管理
管理 方面
方面 投入
投入 力度
力度 党委书记
县委书记 培训班
本报 电
本报 记者
电 记者
电 朱隽
记者 朱隽
记者 中国农业银行
朱隽 中国农业银行
中国 统筹
中国 城乡
统筹 城乡
统筹 发展
城乡 发展
发展 电子商务
电子商务 论坛
论坛 表示
表示 农村
农村 信息化
农村 程度
信息化 程度
程度 提高
提高 农村金融
农村金融 客户
客户 基础
三农 现代
现代 金融服务
金融服务 需求
需求 增长
增长 大力发展
增长 电子
大力发展 电子
大力发展 银行
电子 银行
银行 农行
农行 改善
农行 农村金融
改善 农村金融
改善 环境
农村金融 环境
农村金融 薄弱
环境 薄弱
环境 统筹
薄弱 统筹
薄弱 城乡
统筹 城乡
统筹 发展
城乡 发展
大力发展 该行
电子 银行
电子 客户
银行 客户
电子 渠道
电子 实现
渠道 实现
渠道 年
实现 年
渠道 三农
三农 领域
领域 年
促进 农村
促进 经济
农村 经济
经济 发展
推进 作用
时节 美丽
美丽 杭州
浙江 公司
苗木 基地
亩 基地
浙江 种业
种业 公司
种业 搞
公司 搞
公司 绿化
搞 绿化
成立 年
年 浙江省
浙江省 骨干
浙江省 农业
骨干 农业
骨干 龙头企业
农业 龙头企业
农业 年
龙头企业 年
开拓 创新
创新 探索
现代 企业
企业 持续
持续 发展
发展 道路
道路 始终
始终 致力于
始终 反哺
致力于 反哺
致力于 三农
反哺 三农
反哺 服务
三农 服务
三农 三农
服务 三农
